名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID(参数1)	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否快捷键废)	使用后是否消失	金币	是否可放快捷栏	是否有属性	是否立即使用	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
武林秘录·唐门篇	2	1	105	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林秘录·唐门篇,记录了唐门主线技能,右击阅读		800	1	1	\script\mineitem\wulinmilu_tangmen.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
武林秘录·五毒篇	2	1	106	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林秘录·五毒篇,记录了五毒主线技能,右击阅读		800	1	1	\script\mineitem\wulinmilu_wudu.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
武林秘录·峨嵋篇	2	1	107	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林秘录·峨嵋篇,记录了峨嵋主线技能,右击阅读		800	1	1	\script\mineitem\wulinmilu_emei.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
武林秘录·翠烟篇	2	1	108	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林秘录·翠烟篇,记录了翠烟主线技能,右击阅读		800	1	1	\script\mineitem\wulinmilu_cuiyan.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
武林秘录·丐帮篇	2	1	109	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林秘录·丐帮篇,记录了丐帮主线技能,右击阅读		800	1	1	\script\mineitem\wulinmilu_gaibang.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
武林秘录·天忍篇	2	1	110	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林秘录·天忍篇,记录了天忍主线技能,右击阅读		800	1	1	\script\mineitem\wulinmilu_tianren.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
武林秘录·武当篇	2	1	111	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林秘录·武当篇,记录了武当主线技能,右击阅读		800	1	1	\script\mineitem\wulinmilu_wudang.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
武林秘录·昆仑篇	2	1	112	\spr\item\questkey\obj_item_lection02.spr	374	1	1	武林秘录·昆仑篇,记录了昆仑主线技能,右击阅读		800	1	1	\script\mineitem\wulinmilu_kunlun.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
仙草丸	2	1	113	\spr\item\medecine\xiancaolu.spr	370	1	1	1小时内,打怪练级经验额外增加50%(重复使用无效)		5	1	1	\script\mineitem\xiancaowan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
研玉丸	2	1	114	\spr\item\medecine\hulu.spr	370	1	1	1小时内,技能熟练度掌握速度增加50%(重复使用无效)		5	1	1	\script\mineitem\yanyuwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
嫣红丹	2	1	115	\spr\item\medecine\obj-potion15.spr	19	1	1	30分钟内,生命值增加50%(重复使用无效)		50	1	0	\script\mineitem\yanhongdan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
姹蓝丹	2	1	116	\spr\item\medecine\obj-potion15.spr	19	1	1	30分钟内,内力值增加50%(重复使用无效)		50	1	0	\script\mineitem\chalandan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
内普丸	2	1	117	\spr\item\medecine\obj-potion15.spr	19	1	1	10分钟内,增加内功系普攻伤害100点(重复使用无效)		50	1	0	\script\mineitem\neipuwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
内毒丸	2	1	118	\spr\item\medecine\obj-potion15.spr	19	1	1	10分钟内,增加内功系毒伤害50点(重复使用无效)		50	1	0	\script\mineitem\neiduwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
内冰丸	2	1	119	\spr\item\medecine\obj-potion15.spr	19	1	1	10分钟内,增加内功系冰伤害100点(重复使用无效)		50	1	0	\script\mineitem\neibingwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
内火丸	2	1	120	\spr\item\medecine\obj-potion15.spr	19	1	1	10分钟内,增加内功系火伤害100点(重复使用无效)		50	1	0	\script\mineitem\neihuowan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
内电丸	2	1	121	\spr\item\medecine\obj-potion15.spr	19	1	1	10分钟内,增加内功系电伤害100点(重复使用无效)		50	1	0	\script\mineitem\neidianwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
福缘露(小)	2	1	122	\spr\item\medecine\fuyuanlu_small.spr	370	1	1	小瓶的仙露,喝了能增加10点福缘		5	1	0	\script\mineitem\fuyuanlu_small.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
福缘露(中)	2	1	123	\spr\item\medecine\fuyuanlu_middle.spr	370	1	1	中瓶的仙露,喝了能增加20点福缘		5	1	0	\script\mineitem\fuyuanlu_middle.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
福缘露(大)	2	1	124	\spr\item\medecine\fuyuanlu_big.spr	370	1	1	大瓶的仙露,喝了能增加50点福缘		5	1	0	\script\mineitem\fuyuanlu_big.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
桂花酒	2	1	125	\spr\item\medecine\zq_icon_004.spr	376	1	1	30分钟内,使用者及其组队玩家提升幸运20点.		800	1	0	\script\mineitem\ghj.lua	450	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
八珍福月团圆饼	2	1	126	\spr\item\medecine\zq_icon_003.spr	377	1	1	30分钟内,使用者及其组队玩家练级经验加倍.		800	1	0	\script\mineitem\tyb.lua	451	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
奉月果蓉	2	1	127	\spr\item\medecine\zq_icon_001.spr	377	1	1	按秘方制作的稀有月饼,食用后武功技能点增加一点,等级要求80,每人限食2个.		800	1	0	\script\mineitem\zhongqiu\奉月果蓉.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
贡月芙蓉	2	1	128	\spr\item\medecine\zq_icon_002.spr	377	1	1	按秘方制作的稀有月饼,食用后自身潜能点增加5点,等级要求80,每人限吃3个.		800	1	0	\script\mineitem\zhongqiu\贡月芙蓉.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
幸运彩票	2	1	129	\spr\obj\item\huangjincaipiao.spr	38	1	1	有可能兑换黄金装备的彩票		0	1	0	\script\mineitem\lottery_gold.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大白驹丸	2	1	130	\spr\item\medecine\baijuwan.spr	19	1	1	一颗大白驹丸,使用后可获得8小时的离线托管时间.		5	1	0	\script\mineitem\dabaijuwan.lua	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
龙五的包袱	2	1	131	\spr\item\obj_item_jixiang.spr	347	1	1	龙五交给你的包袱,里面似乎有几封信函,请右键点击打开.		0	1	0	\script\mineitem\pack.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
龙五给正派的你的信	2	1	132	\spr\item\questkey\taskobj075.spr	41	1	1	龙五给你的信,请右键点击打开.		0	1	0	\script\mineitem\letter.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
龙五给中立的你的信 	2	1	133	\spr\item\questkey\taskobj090.spr	41	1	1	龙五给你的信,请右键点击打开.		0	1	0	\script\mineitem\letter1.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
龙五给邪派的你的信	2	1	134	\spr\item\questkey\taskobj091.spr	41	1	1	龙五给你的信,请右键点击打开.		0	1	0	\script\mineitem\letter2.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
祝福卡	2	1	135	\spr\item\questkey\card_zfk.spr	38	1	1	发送温馨祝福,右键点击使用.		50	1	0	\script\mineitem\card_zfk.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
帮派卡	2	1	136	\spr\item\questkey\card_bpk.spr	38	1	1	发送帮会祝福,右键点击使用.		50	1	0	\script\mineitem\card_bpk.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
生日卡	2	1	137	\spr\item\questkey\card_srk.spr	38	1	1	发送生日祝福,右键点击使用.		50	1	0	\script\mineitem\card_srk.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
玫瑰卡	2	1	138	\spr\item\questkey\card_mgk.spr	38	1	1	发送甜蜜祝福,右键点击使用.		50	1	0	\script\mineitem\card_mgk.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
圣诞卡	2	1	139	\spr\item\questkey\card_sdk.spr	38	1	1	发送圣诞祝福,右键点击使用.		50	1	0	\script\mineitem\card_sdk.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
新年卡	2	1	140	\spr\item\questkey\card_xnk.spr	38	1	1	发送新年祝福,右键点击使用.		50	1	0	\script\mineitem\card_xnk.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
欢乐卡册	2	1	141	\spr\item\questkey\card_all.spr	38	1	1	套卡,右键点击获得5张卡片.		50	1	0	\script\mineitem\card_all.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
发霉的幸运种子	2	1	142	\spr\item\questkey\seed_lucky.spr	380	1	1	由于存放过久这颗种子已经发霉了,已经不能培育出任何东西.		50	1	0	\script\mineitem\seed_lucky1.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
发霉的玫瑰种子	2	1	143	\spr\item\questkey\seed_rose.spr	380	1	1	由于存放过久这颗种子已经发霉了,已经不能培育出任何东西.		50	1	0	\script\mineitem\seed_rose1.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
发霉的水晶种子	2	1	144	\spr\item\questkey\seed_crystal.spr	380	1	1	由于存放过久这颗种子已经发霉了,已经不能培育出任何东西.		50	1	0	\script\mineitem\seed_crystal1.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
发霉的黄金种子	2	1	145	\spr\item\questkey\seed_gold.spr	380	1	1	由于存放过久这颗种子已经发霉了,已经不能培育出任何东西.		50	1	0	\script\mineitem\seed_gold1.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
圣诞礼品盒	2	1	146	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击,会收到圣诞老人送来的礼物.		2000	1	0	\script\mineitem\chrismasbox.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
玄晶矿石	2	1	147	\spr\item\script\item_xuanjingkuangshi.spr	425	1	1	晶莹剔透的矿石,提取蓝色属性,打造、镶嵌装备,熔炼黄金装备的必需材料之一.	1	2000	1	1	\script\mineitem\xuanjing_kuangshi.lua	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
玫瑰礼品盒	2	1	148	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击,会得到精美的情侣江湖套装一件.		2000	1	0	\script\mineitem\rosebox.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
玄铁原矿	2	1	149	\spr\item\script\item_xuantiekuang.spr	425	1	1	<color=yellow>属性矿石<color>的一种,可以提取装备上<color=yellow>明一位置<color>的属性<enter>(右键单击显示详细说明)		2000	1	1	\script\mineitem\primitive_ore.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
孔雀原石	2	1	150	\spr\item\script\item_kongqueshi.spr	425	1	1	<color=yellow>属性矿石<color>的一种,可以提取与之相同五行属性装备上<color=yellow>暗一位置<color>的属性<enter>(右键单击显示详细说明)		2000	1	1	\script\mineitem\primitive_ore.lua	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
秘银原矿	2	1	151	\spr\item\script\item_miyinkuang.spr	425	1	1	<color=yellow>属性矿石<color>的一种,可以提取装备上<color=yellow>明二位置<color>的属性<enter>(右键单击显示详细说明)		2000	1	1	\script\mineitem\primitive_ore.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
芙蓉原石	2	1	152	\spr\item\script\item_furongshi.spr	425	1	1	<color=yellow>属性矿石<color>的一种,可以提取与之相同五行属性装备上<color=yellow>暗二位置<color>的属性<enter>(右键单击显示详细说明)		2000	1	1	\script\mineitem\primitive_ore.lua	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
朱砂原矿	2	1	153	\spr\item\script\item_zhushakuang.spr	425	1	1	<color=yellow>属性矿石<color>的一种,可以提取装备上<color=yellow>明三位置<color>的属性<enter>(右键单击显示详细说明)		2000	1	1	\script\mineitem\primitive_ore.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
钟乳原石	2	1	154	\spr\item\script\item_zhongrushi.spr	425	1	1	<color=yellow>属性矿石<color>的一种,可以提取与之相同五行属性装备上<color=yellow>暗三位置<color>的属性<enter>(右键单击显示详细说明)		2000	1	1	\script\mineitem\primitive_ore.lua	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
宋金战诏书	2	1	155	\spr\item\songjin\rescript.spr	383	1	1	宋金战诏书,使用后可选择传送到宋金战报名点.		100	1	0	\script\mineitem\battles\rescript.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
战鼓	2	1	156	\spr\item\songjin\wardrum.spr	384	1	1	宋金战场专用,3分钟内,附近己方玩家生命上限提高30%,全抗增加30%.		100	1	0	\script\mineitem\battles\wardrum.lua	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
令牌	2	1	157	\spr\item\songjin\token.spr	385	1	1	宋金战场专用,3分钟内,附近己方玩家跑速增加30%,攻速增加50%.		100	1	0	\script\mineitem\battles\token.lua	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
士兵之号角	2	1	158	\spr\item\songjin\clarion.spr	386	1	1	宋金战场专用,召唤出己方NPC士兵2个,协助作战.		100	1	0	\script\mineitem\battles\clarion.lua	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
旗标	2	1	159	\spr\item\songjin\warflag.spr	387	1	1	宋金战场专用,夺到帅旗时,使用后指明插旗的目的地；达到目的地时,使用即完成插旗.<enter>(可以叠加和拆分)		100	1	0	\script\mineitem\battles\useflagmineitem.lua	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
金之战魂	2	1	160	\spr\item\questkey\003.spr	388	1	1	旷世奇珍,金之战魂.(拾取立刻使用)		1	1	0	\script\mineitem\battles\pneuma_jin.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
木之战魂	2	1	161	\spr\item\questkey\003.spr	389	1	1	旷世奇珍,木之战魂.(拾取立刻使用)		1	1	0	\script\mineitem\battles\pneuma_mu.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
水之战魂	2	1	162	\spr\item\questkey\003.spr	390	1	1	旷世奇珍,水之战魂.(拾取立刻使用)		1	1	0	\script\mineitem\battles\pneuma_shui.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
火之战魂	2	1	163	\spr\item\questkey\003.spr	391	1	1	旷世奇珍,火之战魂.(拾取立刻使用)		1	1	0	\script\mineitem\battles\pneuma_huo.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
土之战魂	2	1	164	\spr\item\questkey\003.spr	392	1	1	旷世奇珍,土之战魂.(拾取立刻使用)		1	1	0	\script\mineitem\battles\pneuma_tu.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
金之护甲	2	1	165	\spr\item\questkey\003.spr	393	1	1	旷世奇珍,金之护甲.(拾取立刻使用)		1	1	0	\script\mineitem\battles\armor_jin.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
木之护甲	2	1	166	\spr\item\questkey\003.spr	394	1	1	旷世奇珍,木之护甲.(拾取立刻使用)		1	1	0	\script\mineitem\battles\armor_mu.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
水之护甲	2	1	167	\spr\item\questkey\003.spr	395	1	1	旷世奇珍,水之护甲.(拾取立刻使用)		1	1	0	\script\mineitem\battles\armor_shui.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
火之护甲	2	1	168	\spr\item\questkey\003.spr	396	1	1	旷世奇珍,火之护甲.(拾取立刻使用)		1	1	0	\script\mineitem\battles\armor_huo.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
土之护甲	2	1	169	\spr\item\questkey\003.spr	397	1	1	旷世奇珍,土之护甲.(拾取立刻使用)		1	1	0	\script\mineitem\battles\armor_tu.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
金之利刃	2	1	170	\spr\item\questkey\003.spr	398	1	1	旷世奇珍,金之利刃.(拾取立刻使用)		1	1	0	\script\mineitem\battles\weapon_jin.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
木之利刃	2	1	171	\spr\item\questkey\003.spr	399	1	1	旷世奇珍,木之利刃.(拾取立刻使用)		1	1	0	\script\mineitem\battles\weapon_mu.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
水之利刃	2	1	172	\spr\item\questkey\003.spr	400	1	1	旷世奇珍,水之利刃.(拾取立刻使用)		1	1	0	\script\mineitem\battles\weapon_shui.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
火之利刃	2	1	173	\spr\item\questkey\003.spr	401	1	1	旷世奇珍,火之利刃.(拾取立刻使用)		1	1	0	\script\mineitem\battles\weapon_huo.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
土之利刃	2	1	174	\spr\item\questkey\003.spr	402	1	1	旷世奇珍,土之利刃.(拾取立刻使用)		1	1	0	\script\mineitem\battles\weapon_tu.lua	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
行军丹	2	1	175	\spr\item\questkey\003.spr	403	1	1	军旅常备疗伤药,行军丹.(拾取立刻使用)		1	1	0	\script\mineitem\battles\sj_xingjundan.lua	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
小还丹	2	1	176	\spr\item\questkey\003.spr	404	1	1	少林寺秘药,小还丹.(拾取立刻使用)		1	1	0	\script\mineitem\battles\sj_xiaohuandan.lua	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
五花露	2	1	177	\spr\item\questkey\003.spr	405	1	1	道家秘方炼制的五花露.(拾取立刻使用)		1	1	0	\script\mineitem\battles\sj_wuhualu.lua	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
宋金专用外普丸	2	1	178	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,增加外功系普攻伤害增加50%.		100	1	0	\script\mineitem\battles\sj_waipuwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用外毒丸	2	1	179	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,增加外功系毒伤害50点.		100	1	0	\script\mineitem\battles\sj_waiduwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用外冰丸	2	1	180	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,增加外功系冰伤害100点.		100	1	0	\script\mineitem\battles\sj_waibingwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用内普丸	2	1	181	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,增加内功系普攻伤害100点.		100	1	0	\script\mineitem\battles\sj_neipuwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用内毒丸	2	1	182	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,增加内功系毒伤害50点.		100	1	0	\script\mineitem\battles\sj_neiduwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用内冰丸	2	1	183	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,增加内功系冰伤害100点.		100	1	0	\script\mineitem\battles\sj_neibingwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用内火丸	2	1	184	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,增加内功系火伤害100点.		100	1	0	\script\mineitem\battles\sj_neihuowan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用内电丸	2	1	185	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,增加内功系电伤害100点.		100	1	0	\script\mineitem\battles\sj_neidianwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用长命丸	2	1	186	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,生命上限增加500点.		100	1	0	\script\mineitem\battles\sj_changmingwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用加跑丸	2	1	187	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,移动速度加快20%.		100	1	0	\script\mineitem\battles\sj_jiapaowan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用高闪丸	2	1	188	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,闪避率提高500点.		100	1	0	\script\mineitem\battles\sj_gaoshanwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用高中丸	2	1	189	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,命中率提高500点.		100	1	0	\script\mineitem\battles\sj_gaozhongwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用飞速丸	2	1	190	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,攻击速度增加50%.		100	1	0	\script\mineitem\battles\sj_feisuwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用普防丸	2	1	191	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,普防御提高50%.		100	1	0	\script\mineitem\battles\sj_pufangwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用冰防丸	2	1	192	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,冰防御提高50%.		100	1	0	\script\mineitem\battles\sj_bingfangwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用雷防丸	2	1	193	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,雷防御提高50%.		100	1	0	\script\mineitem\battles\sj_leifangwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用火防丸	2	1	194	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,火防御提高50%.		100	1	0	\script\mineitem\battles\sj_huofangwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
宋金专用毒防丸	2	1	195	\spr\item\medecine\obj-potion15.spr	19	1	1	宋金战场专用,3分钟内,毒防御提高50%.		100	1	0	\script\mineitem\battles\sj_dufangwan.lua	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
神秘卷轴	2	1	196	\spr\item\questkey\taskobj076.spr	368	2	1	神秘物品的一种,蕴藏着某种神秘的能力.		1	1	0	\script\mineitem\juanzhou.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
赏善令	2	1	197	\spr\item\questkey\taskobj132.spr	41	1	1	武林中人人争夺的赏善令,拥有着某种特殊的作用		1	1	0	\script\mineitem\shangshan_ling.lua	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
罚恶令	2	1	198	\spr\item\questkey\taskobj126.spr	41	1	1	武林中人人畏惧的罚恶令,拥有着某种特殊的作用		1	1	0	\script\mineitem\fae_ling.lua	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
玫瑰礼品盒	2	1	199	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击,会得到精美的情侣江湖套装一件.		2000	1	0	\script\mineitem\rosebox.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
玄铁矿	2	1	200	\spr\item\script\item_xuantiekuang.spr	425	1	1	带属性的<color=yellow>属性矿石<color>,可以将所带属性镶嵌到适合的紫色装备的<color=yellow>明一位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\mineitem\prop_ore.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
孔雀石	2	1	201	\spr\item\script\item_kongqueshi.spr	425	1	1	带属性的<color=yellow>属性矿石<color>,可以将所带属性镶嵌到适合的紫色装备的<color=yellow>暗一位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\mineitem\prop_ore.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
秘银矿	2	1	202	\spr\item\script\item_miyinkuang.spr	425	1	1	带属性的<color=yellow>属性矿石<color>,可以将所带属性镶嵌到适合的紫色装备的<color=yellow>明二位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\mineitem\prop_ore.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
芙蓉石	2	1	203	\spr\item\script\item_furongshi.spr	425	1	1	带属性的<color=yellow>属性矿石<color>,可以将所带属性镶嵌到适合的紫色装备的<color=yellow>暗二位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\mineitem\prop_ore.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
朱砂矿	2	1	204	\spr\item\script\item_zhushakuang.spr	425	1	1	带属性的<color=yellow>属性矿石<color>,可以将所带属性镶嵌到适合的紫色装备的<color=yellow>明三位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\mineitem\prop_ore.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
钟乳石	2	1	205	\spr\item\script\item_zhongrushi.spr	425	1	1	带属性的<color=yellow>属性矿石<color>,可以将所带属性镶嵌到适合的紫色装备的<color=yellow>暗三位置<color>上<enter>(右键单击显示详细说明)		2000	1	0	\script\mineitem\prop_ore.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
神秘图志	2	1	206	\spr\item\questkey\taskobj076.spr	424	1	1	地理图志、山河社稷图碎片		1000	1	0	\script\mineitem\tasklink_goods.lua	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
